seller_id,signup_date,account_type,country,primary_category,kyc_verified,num_bank_accounts
S00045,2019-09-29,individual,US,sneakers_streetwear,True,1
S00046,2022-03-05,individual,US,fashion_vintage,True,1
S00047,2025-11-17,individual,US,sneakers_streetwear,True,1
S00048,2020-11-12,individual,US,watches_jewelry_luxury,True,1
S00049,2021-08-22,individual,CA,sneakers_streetwear,False,1
S00050,2022-02-15,individual,US,sneakers_streetwear,True,1
S00051,2021-05-11,business,US,fashion_vintage,True,1
S00052,2020-12-18,individual,US,cards_collectibles,True,1
S00053,2023-11-08,individual,US,fashion_vintage,True,1
S00054,2020-08-26,individual,US,watches_jewelry_luxury,True,1
S00055,2024-06-12,individual,US,fashion_vintage,True,1
S00056,2024-08-24,business,US,watches_jewelry_luxury,True,2
S00057,2022-12-14,individual,US,fashion_vintage,True,1
S00058,2021-09-24,individual,US,sneakers_streetwear,True,1
S00059,2024-08-18,individual,US,fashion_vintage,True,1
S00060,2023-08-09,individual,US,watches_jewelry_luxury,True,1
S00061,2023-05-16,business,US,electronics,True,2
S00062,2024-07-26,individual,US,sneakers_streetwear,True,1
S00063,2020-03-16,individual,US,fashion_vintage,True,1
S00064,2020-04-07,individual,US,sneakers_streetwear,True,1
S00065,2020-09-17,individual,US,fashion_vintage,True,1
S00066,2023-10-03,individual,US,electronics,True,2
S00067,2019-11-19,individual,US,cards_collectibles,True,1
S00068,2024-09-03,individual,US,sneakers_streetwear,True,1
S00069,2020-03-20,individual,GB,fashion_vintage,True,3
S00070,2026-02-28,individual,US,watches_jewelry_luxury,True,2
S00071,2023-10-23,individual,AU,fashion_vintage,True,2
S00072,2020-03-06,individual,US,sneakers_streetwear,True,1
S00073,2021-04-07,individual,AU,sneakers_streetwear,True,3
S00074,2020-01-21,individual,US,watches_jewelry_luxury,True,2
S00075,2022-01-31,individual,US,fashion_vintage,True,1
S00076,2022-01-18,individual,DE,cards_collectibles,True,1
S00077,2024-05-18,individual,US,cards_collectibles,True,1
S00078,2018-10-28,business,US,watches_jewelry_luxury,True,1
S00079,2022-02-19,business,US,fashion_vintage,True,1
S00080,2023-10-23,individual,GB,fashion_vintage,True,1
S00081,2024-08-31,business,US,sneakers_streetwear,True,2
S00082,2019-12-06,individual,US,fashion_vintage,True,1
S00083,2020-12-11,business,US,fashion_vintage,True,2
S00084,2023-02-08,business,US,electronics,True,1
S00085,2025-10-30,individual,AU,fashion_vintage,True,1
S00086,2024-09-29,individual,US,cards_collectibles,True,1
S00087,2022-07-26,individual,DE,watches_jewelry_luxury,True,1
S00088,2020-10-06,individual,US,fashion_vintage,True,1
S00089,2024-01-05,individual,US,sneakers_streetwear,True,1
S00090,2023-04-29,individual,US,watches_jewelry_luxury,True,1
S00091,2025-04-17,individual,US,sneakers_streetwear,True,1
S00092,2025-04-12,individual,US,cards_collectibles,True,1
S00093,2021-12-14,individual,US,electronics,True,1
S00094,2024-08-12,individual,US,watches_jewelry_luxury,True,1
S00095,2026-01-01,individual,US,fashion_vintage,True,1
S00096,2019-11-14,individual,FR,cards_collectibles,True,1
S00097,2026-05-11,individual,US,fashion_vintage,True,1
S00098,2020-04-08,individual,US,fashion_vintage,True,1
S00099,2025-02-02,individual,US,fashion_vintage,True,3
S00100,2024-11-18,individual,US,cards_collectibles,True,1
S00101,2023-09-29,individual,US,fashion_vintage,True,1
S00102,2025-03-10,business,US,fashion_vintage,True,1
S00103,2023-09-09,business,US,watches_jewelry_luxury,False,1
S00104,2026-04-03,individual,US,electronics,True,1
S00105,2024-12-23,individual,US,electronics,True,1
S00106,2020-07-16,individual,US,electronics,True,1
S00107,2024-02-23,business,US,electronics,True,1
S00108,2022-05-25,individual,US,sneakers_streetwear,True,1
S00109,2024-09-27,individual,US,electronics,True,1
S00110,2023-11-03,individual,AU,fashion_vintage,True,1
S00111,2022-07-28,individual,US,sneakers_streetwear,False,1
S00112,2022-07-19,individual,US,fashion_vintage,False,2
S00113,2023-04-16,individual,US,cards_collectibles,False,1
S00114,2020-10-19,individual,FR,fashion_vintage,True,1
S00115,2022-03-20,individual,US,sneakers_streetwear,True,1
S00116,2023-12-02,business,US,fashion_vintage,True,1
S00117,2025-11-20,individual,US,electronics,True,3
S00118,2023-09-10,individual,US,fashion_vintage,True,1
S00119,2022-04-05,individual,US,fashion_vintage,True,1
S00120,2022-01-28,individual,US,cards_collectibles,True,1
S00121,2021-03-26,individual,US,fashion_vintage,True,1
S00122,2024-08-22,individual,US,electronics,True,2
S00123,2026-02-20,individual,US,fashion_vintage,False,1
S00124,2021-07-05,individual,GB,watches_jewelry_luxury,True,1
S00125,2024-10-09,individual,US,watches_jewelry_luxury,False,1
S00126,2025-02-15,individual,US,fashion_vintage,True,1
S00127,2025-08-13,individual,US,watches_jewelry_luxury,False,1
S00128,2020-05-28,individual,US,fashion_vintage,True,1
S00129,2024-02-16,individual,US,fashion_vintage,True,1
S00130,2020-06-08,individual,US,watches_jewelry_luxury,True,1
S00131,2020-10-23,individual,US,electronics,True,1
S00132,2024-02-15,individual,US,electronics,True,1
S00133,2021-04-16,individual,US,cards_collectibles,True,1
S00134,2025-01-15,individual,CA,fashion_vintage,False,1
S00135,2020-06-07,individual,US,fashion_vintage,True,1
S00136,2025-12-24,individual,US,sneakers_streetwear,True,1
S00137,2026-05-29,individual,US,electronics,True,1
S00138,2025-06-21,individual,US,watches_jewelry_luxury,True,1
S00139,2021-08-12,individual,CA,sneakers_streetwear,True,1
S00140,2019-09-22,individual,US,watches_jewelry_luxury,True,1
S00141,2025-09-13,individual,US,electronics,True,1
S00142,2020-11-20,individual,US,sneakers_streetwear,True,1
S00143,2020-01-24,individual,DE,watches_jewelry_luxury,False,1
S00144,2025-07-18,individual,DE,fashion_vintage,True,1
S00145,2025-09-08,individual,US,fashion_vintage,True,1
S00146,2020-04-01,individual,US,fashion_vintage,True,1
S00147,2023-10-21,individual,CA,fashion_vintage,True,1
S00148,2025-07-01,individual,US,electronics,True,1
S00149,2021-01-06,individual,US,fashion_vintage,True,1
S00150,2021-12-28,individual,US,watches_jewelry_luxury,True,1
S00151,2026-06-09,individual,US,watches_jewelry_luxury,True,1
S00152,2019-09-30,individual,US,watches_jewelry_luxury,True,1
S00153,2026-05-30,individual,US,cards_collectibles,True,2
S00154,2021-01-03,individual,US,fashion_vintage,True,1
S00155,2024-05-01,individual,US,cards_collectibles,True,1
S00156,2020-09-13,business,US,sneakers_streetwear,True,1
S00157,2025-11-16,individual,US,fashion_vintage,True,1
S00158,2022-07-24,individual,US,fashion_vintage,True,1
S00159,2020-02-07,individual,CA,electronics,True,1
S00160,2025-04-06,individual,US,watches_jewelry_luxury,True,1
S00161,2020-07-14,individual,CA,electronics,True,1
S00162,2025-12-28,individual,US,fashion_vintage,True,1
S00163,2022-08-09,individual,US,electronics,True,1
S00164,2025-07-17,individual,US,fashion_vintage,True,1
S00165,2021-10-17,individual,US,fashion_vintage,True,1
S00166,2026-07-30,individual,US,watches_jewelry_luxury,False,1
S00167,2019-11-16,individual,US,fashion_vintage,True,1
S00168,2024-01-26,individual,US,fashion_vintage,True,1
S00169,2024-11-19,individual,US,fashion_vintage,True,1
S00170,2023-04-25,individual,US,sneakers_streetwear,True,1
S00171,2022-02-22,individual,US,electronics,True,1
S00172,2025-06-10,individual,US,fashion_vintage,True,1
S00173,2023-06-26,business,US,watches_jewelry_luxury,True,1
S00174,2023-09-06,individual,US,watches_jewelry_luxury,True,2
S00175,2023-10-02,individual,US,fashion_vintage,True,1
S00176,2024-09-02,individual,US,fashion_vintage,True,1
S00177,2025-12-15,individual,US,sneakers_streetwear,False,1
S00178,2024-11-22,individual,US,sneakers_streetwear,True,1
S00179,2026-07-11,individual,US,fashion_vintage,True,1
S00180,2023-01-17,individual,FR,sneakers_streetwear,True,1
S00181,2022-09-28,individual,DE,fashion_vintage,True,1
S00182,2019-12-29,individual,US,fashion_vintage,True,1
S00183,2024-04-20,individual,US,sneakers_streetwear,False,1
S00184,2019-10-11,individual,US,fashion_vintage,True,1
S00185,2023-02-16,individual,US,fashion_vintage,True,1
S00186,2023-06-07,individual,GB,fashion_vintage,True,1
S00187,2026-03-28,individual,US,electronics,True,3
S00188,2022-01-13,individual,US,fashion_vintage,True,1
S00189,2019-11-05,individual,US,cards_collectibles,False,1
S00190,2022-11-15,individual,US,watches_jewelry_luxury,True,1
S00191,2020-07-27,individual,GB,sneakers_streetwear,True,2
S00192,2024-04-06,business,US,electronics,True,2
S00193,2024-04-09,individual,US,watches_jewelry_luxury,True,1
S00194,2025-02-02,individual,US,fashion_vintage,True,1
S00195,2021-05-08,individual,US,fashion_vintage,True,2
S00196,2025-06-14,individual,CA,sneakers_streetwear,True,1
S00197,2023-07-28,individual,US,cards_collectibles,True,1
S00198,2019-11-03,business,US,fashion_vintage,True,3
S00199,2019-09-07,individual,US,sneakers_streetwear,True,1
S00200,2024-06-12,individual,US,electronics,True,1
S00201,2021-02-15,individual,US,fashion_vintage,True,1
S00202,2023-08-12,individual,US,sneakers_streetwear,True,1
S00203,2022-10-08,individual,US,fashion_vintage,True,1
S00204,2024-11-13,business,US,fashion_vintage,True,1
S00205,2020-02-12,individual,US,electronics,True,1
S00206,2025-03-31,individual,US,electronics,True,1
S00207,2022-04-14,individual,US,cards_collectibles,True,1
S00208,2020-02-18,individual,US,fashion_vintage,True,1
S00209,2024-06-21,business,US,electronics,True,1
S00210,2021-03-07,individual,US,fashion_vintage,True,1
S00211,2019-09-11,individual,DE,fashion_vintage,True,1
S00212,2026-07-31,individual,US,cards_collectibles,True,1
S00213,2022-03-02,individual,DE,fashion_vintage,True,1
S00214,2022-05-09,individual,US,watches_jewelry_luxury,True,1
S00215,2026-04-08,individual,US,sneakers_streetwear,True,1
S00216,2026-07-17,individual,US,sneakers_streetwear,True,1
S00217,2025-05-01,individual,US,fashion_vintage,True,2
S00218,2021-05-20,individual,US,electronics,True,2
S00219,2024-10-28,individual,US,electronics,True,1
S00220,2025-08-06,individual,CA,watches_jewelry_luxury,True,1
S00221,2020-05-24,individual,US,fashion_vintage,True,1
S00222,2026-02-24,individual,US,electronics,True,1
S00223,2022-04-20,individual,GB,watches_jewelry_luxury,True,1
S00224,2024-05-03,individual,US,watches_jewelry_luxury,True,1
S00225,2021-11-19,individual,GB,sneakers_streetwear,True,2
S00226,2021-12-30,individual,US,cards_collectibles,True,1
S00227,2025-10-11,individual,DE,fashion_vintage,True,2
S00228,2024-11-27,individual,US,cards_collectibles,True,1
S00229,2024-01-21,individual,US,cards_collectibles,True,1
S00230,2024-10-28,individual,GB,fashion_vintage,True,2
S00231,2022-12-07,individual,US,cards_collectibles,True,1
S00232,2023-02-27,individual,US,watches_jewelry_luxury,True,2
S00233,2025-06-27,individual,US,fashion_vintage,True,1
S00234,2021-12-10,individual,US,fashion_vintage,True,1
S00235,2019-10-15,individual,US,electronics,True,1
S00236,2021-07-13,individual,CA,fashion_vintage,True,1
S00237,2021-10-14,individual,DE,fashion_vintage,True,1
S00238,2023-10-15,business,US,fashion_vintage,True,1
S00239,2021-04-10,business,US,watches_jewelry_luxury,True,1
S00240,2022-01-04,individual,US,fashion_vintage,True,1
S00241,2026-06-27,individual,US,fashion_vintage,True,1
S00242,2021-11-22,individual,US,fashion_vintage,True,2
S00243,2021-01-13,individual,US,electronics,True,1
S00244,2025-03-03,individual,US,sneakers_streetwear,True,1
S00245,2025-04-24,individual,US,fashion_vintage,True,1
S00246,2021-09-27,individual,CA,sneakers_streetwear,True,1
S00247,2022-06-26,individual,US,cards_collectibles,True,1
S00248,2019-09-25,business,FR,cards_collectibles,True,1
S00249,2022-08-02,individual,US,watches_jewelry_luxury,True,1
S00250,2022-09-22,business,US,fashion_vintage,True,1
S00251,2022-06-01,individual,CA,fashion_vintage,False,1
S00252,2020-05-27,individual,US,sneakers_streetwear,False,2
S00253,2021-01-25,individual,US,fashion_vintage,True,1
S00254,2024-01-11,individual,US,fashion_vintage,False,1
S00255,2021-05-21,individual,US,fashion_vintage,True,1
S00256,2026-05-19,individual,US,watches_jewelry_luxury,True,1
S00257,2022-05-02,individual,US,cards_collectibles,True,1
S00258,2019-12-30,individual,CA,sneakers_streetwear,True,1
S00259,2021-02-18,individual,US,watches_jewelry_luxury,True,1
S00260,2021-07-14,individual,US,electronics,True,1
S00261,2022-08-15,individual,US,fashion_vintage,True,1
S00262,2021-09-27,individual,US,watches_jewelry_luxury,True,1
S00263,2020-05-13,individual,US,fashion_vintage,True,2
S00264,2026-01-17,individual,US,watches_jewelry_luxury,True,1
S00265,2024-08-05,individual,US,sneakers_streetwear,True,1
S00266,2022-03-30,individual,US,sneakers_streetwear,True,2
S00267,2022-02-03,individual,US,sneakers_streetwear,True,1
S00268,2020-11-23,individual,US,electronics,True,1
S00269,2023-12-29,individual,CA,fashion_vintage,True,1
S00270,2022-03-27,individual,DE,sneakers_streetwear,True,1
S00271,2025-04-11,individual,US,fashion_vintage,True,1
S00272,2026-07-03,individual,US,electronics,False,1
S00273,2024-11-22,individual,US,fashion_vintage,True,3
S00274,2021-02-25,individual,US,watches_jewelry_luxury,True,1
S00275,2026-04-30,individual,US,fashion_vintage,True,1
S00276,2023-03-04,individual,US,fashion_vintage,False,1
S00277,2025-09-15,individual,US,watches_jewelry_luxury,True,1
S00278,2022-06-10,individual,US,sneakers_streetwear,True,1
S00279,2022-10-23,business,US,watches_jewelry_luxury,True,1
S00280,2021-07-17,individual,US,electronics,True,2
S00281,2026-08-10,individual,US,fashion_vintage,True,1
S00282,2021-03-31,individual,DE,electronics,True,1
S00283,2020-11-07,individual,US,fashion_vintage,True,1
S00284,2024-03-10,individual,US,cards_collectibles,True,2
S00285,2023-10-14,individual,US,electronics,True,1
S00286,2025-02-26,individual,CA,watches_jewelry_luxury,True,1
S00287,2019-12-29,individual,CA,fashion_vintage,False,1
S00288,2024-03-18,individual,US,fashion_vintage,True,1
S00289,2024-09-10,individual,US,sneakers_streetwear,False,1
S00290,2021-02-23,individual,US,electronics,True,1
S00291,2025-12-05,individual,US,electronics,True,1
S00292,2021-04-12,individual,US,electronics,True,1
S00293,2025-02-06,individual,US,fashion_vintage,True,1
S00294,2025-06-04,individual,US,fashion_vintage,True,1
S00295,2020-01-10,individual,US,fashion_vintage,True,1
S00296,2026-07-19,individual,US,electronics,True,2
S00297,2020-08-07,individual,US,sneakers_streetwear,True,1
S00298,2022-10-18,individual,US,cards_collectibles,True,1
S00299,2025-01-05,individual,US,watches_jewelry_luxury,True,1
S00300,2021-02-21,individual,US,fashion_vintage,True,1
S00301,2024-11-13,individual,US,fashion_vintage,True,1
S00302,2022-09-26,individual,GB,fashion_vintage,True,2
S00303,2025-12-17,individual,US,electronics,True,1
S00304,2020-05-26,individual,US,cards_collectibles,True,1
S00305,2026-07-18,individual,US,watches_jewelry_luxury,False,1
S00306,2026-06-22,individual,AU,electronics,True,1
S00307,2022-06-03,individual,US,sneakers_streetwear,True,2
S00308,2026-04-11,individual,GB,sneakers_streetwear,True,1
S00309,2019-09-13,individual,US,fashion_vintage,True,1
S00310,2024-06-04,individual,US,electronics,False,1
S00311,2024-07-01,individual,US,watches_jewelry_luxury,True,1
S00312,2023-10-24,individual,US,fashion_vintage,True,1
S00313,2021-08-27,individual,US,watches_jewelry_luxury,True,1
S00314,2023-09-16,individual,US,watches_jewelry_luxury,True,1
S00315,2025-06-27,individual,FR,fashion_vintage,True,2
S00316,2021-05-27,individual,AU,fashion_vintage,True,1
S00317,2025-08-23,business,US,electronics,True,1
S00318,2021-03-30,individual,US,electronics,True,1
S00319,2021-02-21,individual,US,fashion_vintage,True,1
S00320,2022-03-16,individual,US,fashion_vintage,True,1
S00321,2020-10-29,individual,US,fashion_vintage,True,1
S00322,2024-08-03,individual,DE,fashion_vintage,True,1
S00323,2025-03-24,individual,GB,fashion_vintage,False,1
S00324,2025-02-12,individual,US,sneakers_streetwear,True,1
S00325,2021-08-19,business,US,watches_jewelry_luxury,True,2
S00326,2021-12-13,individual,AU,electronics,True,1
S00327,2020-12-31,individual,US,sneakers_streetwear,True,1
S00328,2020-03-31,individual,US,cards_collectibles,True,1
S00329,2025-11-06,individual,US,watches_jewelry_luxury,False,1
S00330,2024-04-30,individual,US,fashion_vintage,False,2
S00331,2022-08-27,individual,US,fashion_vintage,True,2
S00332,2024-07-17,business,US,sneakers_streetwear,True,1
S00333,2024-02-08,business,US,sneakers_streetwear,True,1
S00334,2020-08-25,individual,US,fashion_vintage,True,2
S00335,2024-11-20,individual,US,cards_collectibles,True,1
S00336,2024-07-15,individual,US,sneakers_streetwear,True,1
S00337,2025-03-17,individual,US,electronics,True,1
S00338,2024-04-11,individual,US,watches_jewelry_luxury,True,1
S00339,2026-07-03,business,US,fashion_vintage,True,1
S00340,2020-06-20,individual,US,fashion_vintage,True,2
S00341,2020-04-29,individual,US,fashion_vintage,True,3
S00342,2026-03-02,individual,GB,electronics,False,1
S00343,2025-11-20,individual,US,fashion_vintage,True,1
S00344,2024-10-18,individual,US,watches_jewelry_luxury,True,2
S00345,2019-10-19,business,US,fashion_vintage,False,1
S00346,2024-09-26,individual,US,sneakers_streetwear,True,1
S00347,2024-01-10,individual,US,cards_collectibles,True,1
S00348,2020-01-08,individual,US,sneakers_streetwear,True,1
S00349,2021-02-01,individual,US,electronics,True,1
S00350,2025-11-04,individual,US,sneakers_streetwear,True,1
S00351,2020-01-09,individual,US,sneakers_streetwear,True,1
S00352,2022-12-26,business,GB,fashion_vintage,False,1
S00353,2020-04-02,individual,US,fashion_vintage,False,1
S00354,2024-08-14,individual,US,electronics,True,1
S00355,2020-01-24,individual,US,electronics,True,1
S00356,2022-12-24,individual,US,sneakers_streetwear,False,1
S00357,2023-03-15,individual,US,fashion_vintage,True,1
S00358,2021-06-05,individual,US,fashion_vintage,False,1
S00359,2024-07-01,individual,US,fashion_vintage,True,1
S00360,2024-07-24,individual,US,watches_jewelry_luxury,True,1
S00361,2020-11-27,individual,FR,electronics,True,1
S00362,2021-01-30,business,US,watches_jewelry_luxury,True,1
S00363,2022-08-10,individual,US,fashion_vintage,True,1
S00364,2020-07-20,individual,US,sneakers_streetwear,True,1
S00365,2018-11-25,individual,US,watches_jewelry_luxury,True,1
S00366,2025-10-10,individual,US,cards_collectibles,True,2
S00367,2026-04-16,individual,US,cards_collectibles,True,1
S00368,2024-09-24,individual,US,electronics,True,2
S00369,2021-08-29,individual,US,fashion_vintage,True,1
S00370,2024-01-18,individual,US,fashion_vintage,True,1
S00371,2020-08-31,individual,US,watches_jewelry_luxury,True,1
S00372,2020-07-17,individual,DE,electronics,True,1
S00373,2022-11-10,individual,US,electronics,True,1
S00374,2024-05-10,individual,DE,cards_collectibles,True,1
S00375,2025-07-15,individual,US,fashion_vintage,True,2
S00376,2025-02-04,individual,DE,fashion_vintage,True,1
S00377,2022-05-25,individual,US,fashion_vintage,True,1
S00378,2025-06-19,individual,US,sneakers_streetwear,True,1
S00379,2025-05-15,individual,US,electronics,True,3
S00380,2024-09-29,individual,US,electronics,True,1
S00381,2020-01-19,individual,US,sneakers_streetwear,True,1
S00382,2023-03-06,business,US,sneakers_streetwear,True,1
S00383,2024-07-31,individual,US,electronics,False,1
S00384,2025-12-09,individual,US,fashion_vintage,True,1
S00385,2019-09-21,individual,AU,cards_collectibles,False,1
S00386,2020-03-07,individual,US,fashion_vintage,True,1
S00387,2023-02-08,individual,US,fashion_vintage,True,1
S00388,2021-10-17,business,CA,fashion_vintage,True,1
S00389,2024-01-14,individual,US,electronics,False,1
S00390,2025-11-29,individual,US,fashion_vintage,True,1
S00391,2026-02-24,individual,AU,sneakers_streetwear,True,1
S00392,2024-12-16,individual,US,fashion_vintage,True,1
S00393,2020-03-20,business,US,fashion_vintage,True,1
S00394,2020-09-07,individual,GB,sneakers_streetwear,True,1
S00395,2020-06-22,individual,AU,fashion_vintage,True,1
S00396,2025-01-17,business,US,fashion_vintage,True,1
S00397,2025-07-28,individual,US,fashion_vintage,True,1
S00398,2022-07-30,individual,US,fashion_vintage,True,2
S00399,2023-08-18,individual,US,fashion_vintage,True,1
S00400,2022-10-22,individual,US,watches_jewelry_luxury,True,1
S00401,2020-08-28,individual,DE,fashion_vintage,True,1
S00402,2021-03-22,individual,US,cards_collectibles,True,2
S00403,2020-07-04,business,US,sneakers_streetwear,True,1
S00404,2025-07-06,individual,US,fashion_vintage,True,1
S00405,2021-09-08,individual,US,fashion_vintage,True,1
S00406,2022-04-21,business,CA,fashion_vintage,True,2
S00407,2021-03-26,individual,US,watches_jewelry_luxury,False,1
S00408,2026-05-19,individual,US,electronics,True,1
S00409,2022-03-19,individual,US,fashion_vintage,True,1
S00410,2026-04-26,individual,GB,electronics,True,1
S00411,2022-09-28,individual,GB,cards_collectibles,True,1
S00412,2026-04-14,individual,DE,fashion_vintage,True,2
S00413,2025-02-05,individual,DE,cards_collectibles,True,1
S00414,2019-11-21,individual,CA,cards_collectibles,True,1
S00415,2021-07-23,business,US,sneakers_streetwear,True,2
S00416,2024-01-21,individual,US,fashion_vintage,True,1
S00417,2021-12-04,individual,US,cards_collectibles,True,1
S00418,2023-10-25,individual,US,fashion_vintage,True,1
S00419,2022-01-15,individual,US,watches_jewelry_luxury,True,1
S00420,2019-10-14,individual,GB,fashion_vintage,True,1
S00421,2025-04-28,individual,US,electronics,True,1
S00422,2023-04-20,individual,US,electronics,True,1
S00423,2023-04-13,individual,US,fashion_vintage,True,1
S00424,2024-10-21,individual,US,fashion_vintage,True,1
S00425,2023-10-14,individual,US,watches_jewelry_luxury,True,1
S00426,2025-10-05,individual,US,fashion_vintage,True,2
S00427,2019-09-08,individual,US,fashion_vintage,True,1
S00428,2020-03-25,individual,US,fashion_vintage,True,1
S00429,2024-12-01,individual,US,fashion_vintage,False,1
S00430,2024-05-31,individual,US,fashion_vintage,True,2
S00431,2024-04-15,individual,US,cards_collectibles,True,1
S00432,2023-12-17,individual,US,watches_jewelry_luxury,True,1
S00433,2026-07-01,individual,US,watches_jewelry_luxury,True,1
S00434,2025-10-01,individual,US,sneakers_streetwear,True,1
S00435,2026-06-17,individual,US,sneakers_streetwear,True,2
S00436,2026-04-26,business,US,electronics,True,3
S00437,2022-11-20,individual,US,fashion_vintage,True,1
S00438,2024-12-28,individual,US,electronics,True,1
S00439,2020-02-06,individual,GB,electronics,True,1
S00440,2023-11-29,individual,US,watches_jewelry_luxury,True,2
S00441,2025-06-20,individual,US,cards_collectibles,True,1
S00442,2020-05-26,individual,FR,fashion_vintage,True,1
S00443,2024-12-02,individual,US,fashion_vintage,True,1
S00444,2026-08-15,individual,US,cards_collectibles,False,1
S00445,2021-08-01,individual,AU,fashion_vintage,True,1
S00446,2024-08-03,individual,US,sneakers_streetwear,True,3
S00447,2019-11-25,individual,US,cards_collectibles,True,1
S00448,2021-12-02,individual,US,fashion_vintage,True,1
S00449,2026-02-12,business,CA,fashion_vintage,False,1
S00450,2021-06-20,individual,GB,fashion_vintage,False,1
S00451,2021-06-20,individual,AU,fashion_vintage,False,1
S00452,2021-01-25,individual,US,electronics,True,1
S00453,2023-03-02,individual,US,watches_jewelry_luxury,True,1
S00454,2023-05-17,business,US,sneakers_streetwear,True,1
S00455,2022-06-11,individual,FR,fashion_vintage,True,1
S00456,2024-06-23,individual,US,electronics,True,1
S00457,2021-01-27,individual,US,electronics,True,1
S00458,2020-02-01,individual,US,fashion_vintage,True,1
S00459,2020-04-23,individual,US,sneakers_streetwear,True,1
S00460,2022-07-29,individual,US,sneakers_streetwear,True,1
S00461,2024-07-04,individual,CA,sneakers_streetwear,True,1
S00462,2026-05-11,individual,US,fashion_vintage,True,1
S00463,2021-02-22,individual,US,electronics,True,1
S00464,2020-09-19,individual,US,fashion_vintage,True,1
S00465,2024-04-10,individual,US,fashion_vintage,True,2
S00466,2022-08-14,individual,US,electronics,True,1
S00467,2021-12-07,individual,US,electronics,True,3
S00468,2023-06-07,individual,US,fashion_vintage,True,1
S00469,2022-05-13,individual,US,fashion_vintage,False,1
S00470,2023-07-10,individual,US,sneakers_streetwear,True,1
S00471,2024-03-27,individual,DE,sneakers_streetwear,True,1
S00472,2021-06-30,individual,US,cards_collectibles,True,1
S00473,2022-01-15,individual,US,electronics,True,1
S00474,2023-10-01,individual,US,sneakers_streetwear,True,1
S00475,2020-12-07,individual,US,fashion_vintage,True,1
S00476,2022-03-23,individual,US,electronics,True,1
S00477,2022-08-14,individual,US,electronics,False,1
S00478,2026-01-23,individual,US,fashion_vintage,False,2
S00479,2023-02-25,individual,US,electronics,True,1
S00480,2021-05-09,individual,US,electronics,True,1
S00481,2020-04-07,business,US,fashion_vintage,True,1
S00482,2026-02-10,individual,US,electronics,False,1
S00483,2019-11-29,individual,US,sneakers_streetwear,True,1
S00484,2021-11-02,individual,US,electronics,True,1
S00485,2026-02-17,individual,US,fashion_vintage,True,1
S00486,2022-03-02,individual,AU,sneakers_streetwear,True,1
S00487,2021-07-10,individual,US,watches_jewelry_luxury,True,1
S00488,2020-11-06,individual,AU,cards_collectibles,True,1
S00489,2023-12-02,individual,US,watches_jewelry_luxury,True,1
S00490,2021-02-23,individual,US,fashion_vintage,True,1
S00491,2020-10-11,individual,US,fashion_vintage,True,1
